Pais	Provincia	Partido	Localidad	ADSL	Cablemódem	Dial Up	Fibra óptica	4G	3G	Telefonía Fija	Wireless	Satelital	Total	Latitude	Longitude	location
ARGENTINA	RIO NEGRO	General Roca	Barrio Costa Linda	0	0	0	0	0	0	0	0	0	0	-38.9436227	-67.9097128	Barrio Costa Linda, Parque Industrial, Municipio de General Fernández Oro, Departamento General Roca, Río Negro, 8325, Argentina
ARGENTINA	RIO NEGRO	General Roca	Barrio Costa Oeste	0	0	0	0	1	1	0	0	0	2	-38.9828593	-67.810537	Aburto, Allen, Municipio de Allen, Departamento General Roca, Río Negro, 8328, Argentina
ARGENTINA	RIO NEGRO	General Roca	Barrio Destacamento	0	0	0	0	0	0	0	0	1	1	-39.0252594	-67.596602	Modelo, General Roca, Municipio de General Roca, Departamento General Roca, Río Negro, Argentina
ARGENTINA	RIO NEGRO	General Roca	Barrio El Labrador	0	0	0	0	0	0	0	1	0	1			
ARGENTINA	RIO NEGRO	General Roca	Barrio El Maruchito	0	0	0	0	0	0	0	0	0	0	-38.980186	-67.7900622	Bardas de San Miguel, Municipio de Allen, Departamento General Roca, Río Negro, 8328, Argentina
ARGENTINA	RIO NEGRO	General Roca	Barrio El Petróleo	0	0	0	0	0	0	0	0	0	0	-39.0562084	-67.5363285	La Unión, Padre Stefenelli, Municipio de General Roca, Departamento General Roca, Río Negro, 8232, Argentina
ARGENTINA	RIO NEGRO	General Roca	Barrio El Treinta	0	0	0	0	1	1	0	0	0	2	-38.9211639	-67.9476763	El Treinta, Cipolletti, Municipio de Cipolletti, Departamento General Roca, Río Negro, Argentina
ARGENTINA	RIO NEGRO	General Roca	Barrio Emergente	0	0	0	0	0	1	0	0	0	1			
ARGENTINA	RIO NEGRO	General Roca	Barrio Fátima	0	0	0	0	0	0	0	0	0	0	-39.0290126	-67.5013091	Las Angustias, Municipio de Cervantes, Departamento General Roca, Río Negro, Argentina
ARGENTINA	RIO NEGRO	General Roca	Barrio Frontera	0	0	0	0	0	0	0	0	0	0	-39.0738578	-67.7057772	Frontera, Municipio de General Roca, Departamento General Roca, Río Negro, Argentina
ARGENTINA	RIO NEGRO	General Roca	Barrio Goretti	0	0	0	0	0	0	0	0	0	0	-38.9690991	-67.9478996	María Goretti, Santa Lucía, Municipio de General Fernández Oro, Departamento General Roca, Río Negro, Argentina
ARGENTINA	RIO NEGRO	General Roca	Barrio Guerrico	1	0	1	1	0	1	1	0	0	5			
ARGENTINA	RIO NEGRO	General Roca	Barrio Isla 10	0	0	0	0	0	0	0	0	0	0	-39.0738578	-67.7057772	Frontera, Municipio de General Roca, Departamento General Roca, Río Negro, Argentina
ARGENTINA	RIO NEGRO	General Roca	Barrio La Barda	0	0	0	0	0	0	0	0	0	0	-39.0505728	-67.2169894	Barrio La Barda, Municipio de Ingeniero Huergo, Departamento General Roca, Río Negro, R8334, Argentina
ARGENTINA	RIO NEGRO	General Roca	Barrio La Costa	0	0	0	0	0	0	0	0	0	0			
ARGENTINA	RIO NEGRO	General Roca	Barrio La Defensa	0	0	0	0	0	0	0	0	0	0	-39.0118261	-67.585964	Noroeste, General Roca, Municipio de General Roca, Departamento General Roca, Río Negro, Argentina
ARGENTINA	RIO NEGRO	General Roca	Barrio La Herradura	0	0	0	0	0	0	0	0	0	0			
ARGENTINA	RIO NEGRO	General Roca	Barrio La Lor	0	0	0	0	1	1	0	0	0	2			
ARGENTINA	RIO NEGRO	General Roca	Barrio La Ribera - Barrio APYCAR	0	0	0	0	1	1	0	0	0	2			
ARGENTINA	RIO NEGRO	General Roca	Barrio Las Angustias	0	0	0	0	1	1	0	0	0	2	-39.0290126	-67.5013091	Las Angustias, Municipio de Cervantes, Departamento General Roca, Río Negro, Argentina
ARGENTINA	RIO NEGRO	General Roca	Barrio Luisillo	0	0	0	0	0	0	0	0	0	0			
ARGENTINA	RIO NEGRO	General Roca	Barrio Mar del Plata	0	0	0	0	0	0	0	0	0	0	-39.0899759	-67.6734316	Barrio Mar del Plata, Municipio de General Roca, Departamento General Roca, Río Negro, Argentina
ARGENTINA	RIO NEGRO	General Roca	Barrio María Elvira	0	0	0	0	1	1	0	0	0	2	-38.9924674	-67.961716	María Elvira, Municipio de Cipolletti, Departamento General Roca, Río Negro, Argentina
ARGENTINA	RIO NEGRO	General Roca	Barrio Moño Azul	0	0	0	0	0	0	0	0	0	0	-39.135168	-66.8942043	Barrio Moño Azul, Municipio de Chichinales, Departamento General Roca, Río Negro, Argentina
ARGENTINA	RIO NEGRO	General Roca	Barrio Mosconi	0	0	0	0	1	1	1	0	0	3	-37.87271560000001	-67.78843019300203	Plaza del Barrio Mosconi, Mosconi, Catriel, Municipio de Catriel, Departamento General Roca, Río Negro, Argentina
ARGENTINA	RIO NEGRO	General Roca	Barrio Norte (municipio de Cinco Saltos)	0	0	0	0	0	0	0	0	0	0			
ARGENTINA	RIO NEGRO	General Roca	Barrio Norte (municipio de Cipolletti)	0	0	0	0	0	0	0	0	0	0	-38.9215474	-67.9940478	Parque Norte, Cipolletti, Municipio de Cipolletti, Departamento General Roca, Río Negro, Argentina
ARGENTINA	RIO NEGRO	General Roca	Barrio Pinar	0	0	0	0	0	0	0	0	0	0			
ARGENTINA	RIO NEGRO	General Roca	Barrio Pino Azul	0	0	0	0	1	1	0	0	0	2	-39.0593517	-67.5841412	Pino Azul II, Municipio de General Roca, Departamento General Roca, Río Negro, Argentina
ARGENTINA	RIO NEGRO	General Roca	Barrio Porvenir	0	0	0	0	0	0	0	0	0	0	-39.044836	-67.4571061	Barrio Porvenir, Municipio de Cervantes, Departamento General Roca, Río Negro, Argentina
ARGENTINA	RIO NEGRO	General Roca	Barrio Presidente Perón	0	0	0	0	0	0	0	0	0	0			
ARGENTINA	RIO NEGRO	General Roca	Barrio Puente 83	0	0	0	0	0	0	0	0	0	0	-39.0237177	-67.5005633	Avenida Puente Cero, Municipio de General Roca, Departamento General Roca, Río Negro, Argentina
ARGENTINA	RIO NEGRO	General Roca	Barrio Puente De Madera	0	0	0	0	0	0	0	0	0	0			
ARGENTINA	RIO NEGRO	General Roca	Barrio Santa Lucia	0	0	0	0	0	0	0	0	0	0			
ARGENTINA	RIO NEGRO	General Roca	Barrio Santa Rita	0	0	0	0	0	0	0	0	0	0	-39.1263897	-67.1026593	Santa Rita, Municipio de Villa Regina, Departamento General Roca, Río Negro, Argentina
ARGENTINA	RIO NEGRO	General Roca	Barrio Tres Luces	0	0	0	0	1	1	0	0	0	2	-38.973631	-67.9532742	Tres Luces, María Elvira, Municipio de Cipolletti, Departamento General Roca, Río Negro, Argentina
ARGENTINA	RIO NEGRO	General Roca	Barrio Unión	0	0	0	0	0	0	0	0	0	0	-39.0562084	-67.5363285	La Unión, Padre Stefenelli, Municipio de General Roca, Departamento General Roca, Río Negro, 8232, Argentina
ARGENTINA	RIO NEGRO	General Roca	Catriel	0	0	0	1	1	1	0	1	1	5	-39.0452745	-67.5051109	Cacique Catriel, Municipio de General Roca, Departamento General Roca, Río Negro, 8232, Argentina
ARGENTINA	RIO NEGRO	General Roca	Cervantes	0	1	0	0	1	0	1	1	1	5	-39.0549971	-67.5631874	Cervantes, Victoriano, Municipio de General Roca, Departamento General Roca, Río Negro, 8232, Argentina
ARGENTINA	RIO NEGRO	General Roca	Chichinales	0	0	0	1	1	1	1	1	1	6	-39.1147944	-66.942429	Chichinales, Municipio de Chichinales, Departamento General Roca, Río Negro, Argentina
ARGENTINA	RIO NEGRO	General Roca	Cinco Saltos	1	0	1	1	1	1	1	1	1	8	-38.8275693	-68.0661786	Cinco Saltos, Municipio de Cinco Saltos, Departamento General Roca, Río Negro, Argentina
ARGENTINA	RIO NEGRO	General Roca	Cipolletti	1	1	1	1	1	1	1	1	1	9	-39.0297221	-67.5920487	Cipolletti, Parque San Juan, General Roca, Municipio de General Roca, Departamento General Roca, Río Negro, R8332, Argentina
ARGENTINA	RIO NEGRO	General Roca	Contralmirante Cordero	0	0	0	0	1	0	1	1	1	4	-38.7578252	-68.0997165	Contralmirante Cordero, Municipio de Contralmirante Cordero - Barda del Medio, Departamento General Roca, Río Negro, R8301, Argentina
ARGENTINA	RIO NEGRO	General Roca	Ferri	0	0	0	0	1	1	0	1	0	3	-38.8878798	-68.0065668	Ferri, Municipio de Cipolletti, Departamento General Roca, Río Negro, Argentina
ARGENTINA	RIO NEGRO	General Roca	General Enrique Godoy	0	0	0	1	1	1	0	1	1	5	-39.078126499999996	-67.15931995535784	General Enrique Godoy, Municipio de General Enrique Godoy, Departamento General Roca, Río Negro, Argentina
ARGENTINA	RIO NEGRO	General Roca	General Fernández Oro	1	0	1	1	1	1	1	1	1	8	-38.9563161	-67.9212057	General Fernández Oro, Municipio de General Fernández Oro, Departamento General Roca, Río Negro, 8325, Argentina
ARGENTINA	RIO NEGRO	General Roca	General Roca	1	1	1	1	1	1	1	1	1	9	-39.0266276	-67.5754863	General Roca, Municipio de General Roca, Departamento General Roca, Río Negro, Argentina
ARGENTINA	RIO NEGRO	General Roca	Ingeniero Luis A. Huergo	1	0	1	1	1	1	1	1	1	8	-39.0707896	-67.2368414	Municipio de Ingeniero Huergo, Departamento General Roca, Río Negro, Argentina
ARGENTINA	RIO NEGRO	General Roca	Ingeniero Otto Krause	0	0	0	0	0	0	0	0	0	0	-39.1070598	-66.9980861	Ingeniero Otto Krause, Municipio de Chichinales, Departamento General Roca, Río Negro, Argentina
ARGENTINA	RIO NEGRO	General Roca	Mainqué	0	0	0	0	1	0	0	1	1	3	-39.06560935	-67.30423784814352	Mainqué, Municipio de Mainqué, Departamento General Roca, Río Negro, Argentina
ARGENTINA	RIO NEGRO	General Roca	Paso Córdova	0	0	0	0	0	0	0	0	0	0	-39.1427665	-67.67100616871377	Área Natural Protegida Municipal Paso Cordova, Municipio de General Roca, Departamento El Cuy, Río Negro, Argentina
ARGENTINA	RIO NEGRO	General Roca	Peñas Blancas	0	0	0	0	0	0	0	0	1	1	-37.6929439	-67.8684506	Peñas Blancas, Departamento General Roca, Río Negro, Argentina
ARGENTINA	RIO NEGRO	General Roca	Península Ruca Co	0	0	0	0	0	0	0	0	0	0	-38.7013827	-68.0286467	Península Ruca Co, Municipio de Cinco Saltos, Departamento General Roca, Río Negro, Argentina
ARGENTINA	RIO NEGRO	General Roca	Puente Cero	0	0	0	0	1	1	0	0	0	2	-39.0314247	-67.5021632	Avenida Puente Cero, Municipio de General Roca, Departamento General Roca, Río Negro, 8232, Argentina
ARGENTINA	RIO NEGRO	General Roca	Sargento Vidal	0	0	0	0	1	0	0	1	0	2	-38.68638	-68.1585703	Sargento Vidal, Municipio de Campo Grande, Departamento General Roca, Río Negro, Argentina
ARGENTINA	RIO NEGRO	General Roca	Tres Luces	0	0	0	0	0	0	0	0	0	0	-38.973631	-67.9532742	Tres Luces, María Elvira, Municipio de Cipolletti, Departamento General Roca, Río Negro, Argentina
ARGENTINA	RIO NEGRO	General Roca	Villa Alberdi	0	0	0	0	0	0	0	0	1	1	-39.1281222	-67.0505507	Villa Alberdi, Municipio de Villa Regina, Departamento General Roca, Río Negro, Argentina
ARGENTINA	RIO NEGRO	General Roca	Villa del Parque	0	0	0	0	0	0	0	0	0	0	-39.1261443	-66.9974613	Villa del Parque, Municipio de Chichinales, Departamento General Roca, Río Negro, Argentina
ARGENTINA	RIO NEGRO	General Roca	Villa Manzano	0	0	0	0	1	1	1	1	1	5	-38.6806241	-68.2159844	Villa Manzano, Municipio de Campo Grande, Departamento General Roca, Río Negro, Argentina
ARGENTINA	RIO NEGRO	General Roca	Villa Regina	1	0	1	1	1	1	1	1	1	8	-39.0987435	-67.0852996	Villa Regina, Municipio de Villa Regina, Departamento General Roca, Río Negro, Argentina
ARGENTINA	RIO NEGRO	General Roca	Villa San Isidro	0	0	0	1	0	1	0	1	0	3			
ARGENTINA	RIO NEGRO	Ñorquincó	Las Bayas	0	0	0	0	0	0	0	0	0	0	-41.4560195	-70.6685373	Las Bayas, Municipio de Pilcaniyeu, Departamento Ñorquincó, Río Negro, Argentina
ARGENTINA	RIO NEGRO	Ñorquincó	Mamuel Choique	0	0	0	1	0	0	1	0	0	2	-41.7713937	-70.1377809	Mamuel Choique, Departamento Ñorquincó, Río Negro, Argentina
ARGENTINA	RIO NEGRO	Ñorquincó	Ñorquincó	0	0	0	0	0	0	1	0	1	2	-41.8505847	-70.9026924	Ñorquincó, Municipio de Ñorquincó, Departamento Ñorquincó, Río Negro, Argentina
ARGENTINA	RIO NEGRO	Ñorquincó	Ojos de Agua	0	0	0	0	0	0	1	0	0	1	-41.5563404	-69.8692134	Ojos de Agua, Departamento Ñorquincó, Río Negro, Argentina
ARGENTINA	RIO NEGRO	Ñorquincó	Río Chico (Est. Cerro Mesa)	0	0	0	0	0	0	1	0	1	2			
ARGENTINA	RIO NEGRO	Pichi Mahuida	Barrio Esperanza	0	0	0	1	0	0	0	0	0	1	-39.04518905	-63.99854244609813	Barrio Esperanza, Municipio de Río Colorado, Departamento Pichi Mahuida, Río Negro, Argentina
ARGENTINA	RIO NEGRO	Pichi Mahuida	Colonia Juliá y Echarren	0	1	0	1	1	0	0	1	1	5	-39.0352331	-64.02733	Colonia Juliá y Echarren, Municipio de Río Colorado, Departamento Pichi Mahuida, Río Negro, Argentina
ARGENTINA	RIO NEGRO	Pichi Mahuida	Juventud Unida	0	0	0	1	0	0	0	0	0	1			
ARGENTINA	RIO NEGRO	Pichi Mahuida	Pichi Mahuida	0	0	0	0	0	0	0	0	0	0	-38.8312804	-64.9351268	Pichi Mahuida, Departamento Pichi Mahuida, Río Negro, Argentina
ARGENTINA	RIO NEGRO	Pichi Mahuida	Río Colorado	1	1	1	1	1	1	1	1	1	9	-38.9908428	-64.0957548	Río Colorado, Municipio de Río Colorado, Departamento Pichi Mahuida, Río Negro, 8138, Argentina
ARGENTINA	RIO NEGRO	Pichi Mahuida	Salto Andersen	0	0	0	0	0	0	0	0	1	1	-38.8250028	-64.8193321	Salto Andersen, Municipio de Río Colorado, Departamento Pichi Mahuida, Río Negro, Argentina
ARGENTINA	RIO NEGRO	Pilcaniyeu	Cañadón Chileno	0	0	0	0	0	0	0	0	0	0	-40.9107673	-70.2116018	Cañadón Chileno, Departamento Pilcaniyeu, Río Negro, Argentina
ARGENTINA	RIO NEGRO	Pilcaniyeu	Comallo	0	0	0	1	1	0	0	1	1	4	-41.0318348	-70.2637661	Comallo, Municipio de Comallo, Departamento Pilcaniyeu, Río Negro, R8416, Argentina
ARGENTINA	RIO NEGRO	Pilcaniyeu	Dina Huapi	1	0	1	1	1	1	1	1	1	8	-41.0761031	-71.1720318	Dina Huapi, Municipio de Dina Huapi, Departamento Pilcaniyeu, Río Negro, Argentina
ARGENTINA	RIO NEGRO	Pilcaniyeu	Laguna Blanca	0	0	0	0	0	0	0	0	1	1	-40.7219381	-69.841449	Laguna Blanca, Departamento Pilcaniyeu, Río Negro, Argentina
ARGENTINA	RIO NEGRO	Pilcaniyeu	Ñirihuau	0	0	0	0	0	0	0	0	0	0	-41.2522006	-71.1822521	Ñirihuau Arriba, Municipio de Pilcaniyeu, Departamento Bariloche, Río Negro, Argentina
ARGENTINA	RIO NEGRO	Pilcaniyeu	Paso Flores	0	0	0	0	0	0	0	0	1	1	-40.6045328	-70.7157996	Paso Flores, Municipio de Pilcaniyeu, Departamento Pilcaniyeu, Río Negro, Argentina
ARGENTINA	RIO NEGRO	Pilcaniyeu	Pilcaniyeu	0	0	0	0	0	0	0	0	1	1	-41.1223885	-70.722091	Pilcaniyeu, Municipio de Pilcaniyeu, Departamento Pilcaniyeu, Río Negro, Argentina
ARGENTINA	RIO NEGRO	Pilcaniyeu	Pilquiniyeu del Limay	0	0	0	1	0	0	0	0	0	1	-40.5175043	-70.0278573	Pilquiniyeu del Limay, Departamento Pilcaniyeu, Río Negro, Argentina
ARGENTINA	RIO NEGRO	Pilcaniyeu	Villa Llanquín	0	0	0	0	0	0	0	0	1	1	-40.8947405	-71.0367545	Villa Llanquín, Departamento Pilcaniyeu, Río Negro, R8401, Argentina
ARGENTINA	RIO NEGRO	San Antonio	El Empalme	0	0	0	0	0	0	0	0	0	0			
ARGENTINA	RIO NEGRO	San Antonio	Las Grutas	1	0	1	1	1	1	1	0	1	7	-40.99382145	-65.47633599512861	Las Grutas, Departamento San Antonio, Río Negro, Argentina
ARGENTINA	RIO NEGRO	San Antonio	Playas Doradas	0	0	0	0	0	0	0	1	0	1	-41.6308288	-65.0297822	Playas Doradas, Sierra Grande, Departamento San Antonio, Río Negro, Argentina
ARGENTINA	RIO NEGRO	San Antonio	Puerto San Antonio Este	1	0	0	1	0	0	1	1	1	5	-40.8032688	-64.8826723	Prefectura Naval Argentina, San Antonio Este, San Antonio Oeste, Departamento San Antonio, Río Negro, Argentina
ARGENTINA	RIO NEGRO	San Antonio	Punta Colorada	0	0	0	0	0	0	0	1	0	1	-41.6942467	-65.029141	Punta Colorada, Sierra Grande, Departamento San Antonio, Río Negro, Argentina
ARGENTINA	RIO NEGRO	San Antonio	Saco Viejo	0	0	0	0	0	0	0	1	0	1	-40.815791	-64.7567852	Saco Viejo, San Antonio Oeste, Departamento San Antonio, Río Negro, Argentina
ARGENTINA	RIO NEGRO	San Antonio	San Antonio Oeste	1	0	1	1	1	1	1	1	1	8	-40.7302125	-64.9389955	San Antonio Oeste, Departamento San Antonio, Río Negro, Argentina
ARGENTINA	RIO NEGRO	San Antonio	Sierra Grande	1	0	1	1	1	1	1	1	1	8	-41.605351	-65.3568775	Sierra Grande, Departamento San Antonio, Río Negro, Argentina
ARGENTINA	RIO NEGRO	Valcheta	Aguada Cecilio	0	0	0	1	0	0	0	0	0	1	-40.8487516	-65.8420988	Aguada Cecilio, Departamento Valcheta, Río Negro, Argentina
ARGENTINA	RIO NEGRO	Valcheta	Arroyo Los Berros	0	0	0	0	0	0	0	0	1	1	-41.4723483	-66.3146997	Arroyo Los Berros, Departamento Valcheta, Río Negro, Argentina
ARGENTINA	RIO NEGRO	Valcheta	Arroyo Ventana	0	0	0	0	0	0	1	0	1	2	-41.6688436	-66.096306	Arroyo de la Ventana, Departamento Valcheta, Río Negro, R8352, Argentina
ARGENTINA	RIO NEGRO	Valcheta	Nahuel Niyeu	0	0	0	1	0	0	0	0	0	1	-40.5045031	-66.5644137	Nahuel Niyeu, Departamento Valcheta, Río Negro, Argentina
ARGENTINA	RIO NEGRO	Valcheta	Sierra Pailemán	0	0	0	0	0	0	1	0	1	2	-41.1904124	-65.9776742	Sierra Pailemán, Departamento Valcheta, Río Negro, Argentina
ARGENTINA	RIO NEGRO	Valcheta	Valcheta	0	0	0	1	1	0	1	1	1	5	-40.6748102	-66.1671314	Valcheta, Municipio de Valcheta, Departamento Valcheta, Río Negro, 8536, Argentina
ARGENTINA	SALTA	Anta	Apolinario Saravia	0	1	0	1	1	1	1	1	1	7	-24.4308768	-63.9950975	Apolinario Saravia, Municipio de Apolinario Saravia, Anta, Salta, Argentina
ARGENTINA	SALTA	Anta	Ceibalito	0	0	0	1	0	0	0	0	0	1	-25.1101879	-64.2752752	Ceibalito, Municipio de Joaquín V. González, Anta, Salta, Argentina
ARGENTINA	SALTA	Anta	Centro 25 de Junio	0	0	0	0	1	1	0	0	0	2			
ARGENTINA	SALTA	Anta	Coronel Mollinedo	0	0	0	0	1	0	0	1	1	3	-24.5399351	-64.1007255	Coronel Mollinedo, Municipio de Apolinario Saravia, Anta, Salta, Argentina
ARGENTINA	SALTA	Anta	Coronel Olleros	0	0	0	0	1	0	0	1	0	2	-25.0993164	-64.2203279	Chañar Muyo, Municipio de Joaquín V. González, Anta, Salta, Argentina
ARGENTINA	SALTA	Anta	El Quebrachal	0	1	0	1	1	1	1	0	1	6	-25.3324035	-64.0176055	Municipio de El Quebrachal, Anta, Salta, Argentina
ARGENTINA	SALTA	Anta	Gaona	0	1	0	1	1	0	1	0	1	5	-25.2413771	-64.0371561	Gaona, Municipio de El Quebrachal, Anta, Salta, Argentina
ARGENTINA	SALTA	Anta	General Pizarro	0	0	0	1	1	0	0	1	1	4	-24.2277683	-63.9897804	General Pizarro, Municipio de General Pizarro, Anta, Salta, Argentina
ARGENTINA	SALTA	Anta	Joaquín V. González	1	1	0	1	1	1	1	0	1	7	-25.117141	-64.1247498	Municipio de Joaquín V. González, Anta, Salta, Argentina
ARGENTINA	SALTA	Anta	Las Lajitas	0	1	0	1	1	1	1	1	1	7	-24.7271243	-64.19432614309838	Las Lajitas, Anta, Salta, Argentina
ARGENTINA	SALTA	Anta	Luis Burela	0	0	0	0	0	0	0	1	0	1	-24.3867004	-63.9900314	Luis Burela, Municipio de General Pizarro, Anta, Salta, Argentina
ARGENTINA	SALTA	Anta	Macapillo	0	0	0	0	0	0	0	0	0	0	-25.4031119	-63.9820685	Macapillo, Municipio de El Quebrachal, Anta, Salta, A4452, Argentina
ARGENTINA	SALTA	Anta	Nuestra Señora de Talavera	0	0	0	0	1	1	0	0	0	2	-25.4605474	-63.7805985	Nuestra Señora de Talavera, Municipio de El Quebrachal, Anta, Salta, Argentina
ARGENTINA	SALTA	Anta	Piquete Cabado	0	0	0	0	0	0	0	1	1	2	-24.8199213	-64.1779238	Piquete Cabado, Municipio de Joaquín V. González, Anta, Salta, Argentina
ARGENTINA	SALTA	Anta	Río del Valle	0	0	0	0	0	0	0	1	1	2	-24.6747866	-64.2001291	Río del Valle, Municipio de Las Lajitas, Anta, Salta, Argentina
ARGENTINA	SALTA	Anta	Tolloche	0	0	0	1	0	0	0	0	1	2	-25.5264141	-63.5225949	Tolloche, Municipio de El Quebrachal, Anta, Salta, Argentina
ARGENTINA	SALTA	Cachi	Cachi	0	0	0	1	1	1	1	1	1	6	-25.1198715	-66.1618911	Cachi, Municipio de Cachi, Cachi, Salta, Argentina
ARGENTINA	SALTA	Cachi	Payogasta	0	0	0	0	1	0	1	1	0	3	-25.0516507	-66.1031482	Payogasta, Municipio de Payogasta, Cachi, Salta, Argentina
ARGENTINA	SALTA	Cafayate	Cafayate	1	0	0	1	1	1	1	1	1	7	-26.071047	-65.9800655	Cafayate, Salta, A4427AHB, Argentina
ARGENTINA	SALTA	Cafayate	Tolombón	0	0	0	0	1	0	0	1	0	2	-26.1827537	-65.9398439	Tolombón, Cafayate, Salta, Argentina
ARGENTINA	SALTA	Capital	Atocha	0	0	0	1	1	1	1	1	0	5			
ARGENTINA	SALTA	Capital	El Tipal - La Almudena	0	0	0	0	1	1	0	1	1	4			
ARGENTINA	SALTA	Capital	La Ciénaga y Barrio San Rafael	0	0	0	0	1	0	0	1	0	2			
ARGENTINA	SALTA	Capital	Las Costas	0	0	0	0	0	1	0	1	0	2			
ARGENTINA	SALTA	Capital	Salta	1	1	1	1	1	1	1	1	1	9	-31.5163075	-68.5374604	Salta y Corrientes, Salta, Concepción, San Juan, Capital, San Juan, 5413, Argentina
ARGENTINA	SALTA	Capital	Villa San Lorenzo	1	1	0	1	1	1	1	1	1	8			
ARGENTINA	SALTA	Cerrillos	Barrio El Congreso	0	0	0	1	1	0	0	0	0	2			
ARGENTINA	SALTA	Cerrillos	Barrio Las Tunas	0	0	0	1	1	0	0	0	0	2	-24.8598948	-65.399418	Bº Los Crespones, Municipio de Cerrillos, San José de los Cerrillos, Salta, A4400, Argentina
ARGENTINA	SALTA	Cerrillos	Barrio Los Olmos	0	0	0	0	0	0	0	0	0	0	-24.8685721	-65.4598133	Bº Privado los Olmos, Bº Privado Los Olmos, Municipio de Cerrillos, San José de los Cerrillos, Salta, A4400, Argentina
ARGENTINA	SALTA	Cerrillos	Barrio Los Pinares	1	0	0	1	0	0	0	1	0	3	-24.8615064	-65.3988352	Bº  Los Pinares, Bº Los Pinares, Municipio de Cerrillos, San José de los Cerrillos, Salta, A4400, Argentina
ARGENTINA	SALTA	Cerrillos	Cerrillos	1	1	0	1	1	1	1	1	1	8	-24.8970543	-65.484497	San José de los Cerrillos, Municipio de Cerrillos, San José de los Cerrillos, Salta, 4403, Argentina
ARGENTINA	SALTA	Cerrillos	La Merced	0	0	0	1	1	1	1	1	1	6	-24.9666704	-65.4889976	La Merced, Municipio de La Merced, San José de los Cerrillos, Salta, Argentina
ARGENTINA	SALTA	Cerrillos	San Agustín	0	0	0	0	0	0	1	1	1	3	-24.9960818	-65.4407854	San Agustín, Municipio de La Merced, San José de los Cerrillos, Salta, Argentina
ARGENTINA	SALTA	Cerrillos	Villa Los Álamos	0	0	0	0	1	1	0	0	0	2			
ARGENTINA	SALTA	Chicoana	Barrio Finca La Maroma	0	0	0	1	0	0	0	0	0	1			
ARGENTINA	SALTA	Chicoana	Barrio La Rotonda	0	0	0	1	0	0	0	1	0	2	-25.0824487	-65.5374513	Barrio La Rotonda, Municipio de Chicoana, Chicoana, Salta, 4423, Argentina
ARGENTINA	SALTA	Chicoana	Barrio Santa Teresita	0	0	0	1	0	0	0	0	0	1			
ARGENTINA	SALTA	Chicoana	Chicoana	1	0	0	1	1	1	1	1	1	7	-25.1047976	-65.5345638	Chicoana, Municipio de Chicoana, Chicoana, Salta, Argentina
ARGENTINA	SALTA	Chicoana	El Carril	1	0	0	1	1	1	1	1	1	7	-25.0732283	-65.4925752	El Carril, Municipio de El Carril, Chicoana, Salta, Argentina
ARGENTINA	SALTA	General Güemes	Campo Santo	1	0	0	1	1	1	1	1	1	7	-24.6819396	-65.1022991	Campo Santo, Municipio de General Güemes, General Güemes, Salta, A4432, Argentina
ARGENTINA	SALTA	General Güemes	Cobos	0	0	0	1	1	0	0	1	0	3	-24.7378262	-65.0846312	Cobos, Municipio de General Güemes, General Güemes, Salta, Argentina
ARGENTINA	SALTA	General Güemes	El Bordo	0	0	0	1	0	0	0	1	0	2	-24.664997149999998	-65.10700340142112	El Bordo, Municipio de Campo Santo, General Güemes, Salta, Argentina
ARGENTINA	SALTA	General Güemes	General Güemes	1	0	0	1	1	1	1	0	1	6	-24.6731874	-65.0440903	General Güemes, Cornejo, General Martín Miguel de Güemes, Municipio de General Güemes, General Güemes, Salta, A4430, Argentina
ARGENTINA	SALTA	Grl. José de San Martín	Aguaray	1	1	0	1	1	0	1	1	1	7			
ARGENTINA	SALTA	Grl. José de San Martín	Campamento Vespucio	1	0	0	1	1	0	1	0	1	5			
ARGENTINA	SALTA	Grl. José de San Martín	Campichuelo	0	0	0	0	1	0	1	0	0	2			
ARGENTINA	SALTA	Grl. José de San Martín	Campo Durán	0	0	0	1	1	0	0	0	0	2			
ARGENTINA	SALTA	Grl. José de San Martín	Capiazuti	0	0	0	0	1	0	0	0	0	1			
ARGENTINA	SALTA	Grl. José de San Martín	Carboncito	0	0	0	0	0	0	0	0	0	0			
ARGENTINA	SALTA	Grl. José de San Martín	Coronel Cornejo	1	0	0	1	1	0	1	0	1	5			
ARGENTINA	SALTA	Grl. José de San Martín	Dragones	0	0	0	1	1	0	1	1	1	5			
ARGENTINA	SALTA	Grl. José de San Martín	Embarcación	1	1	0	1	1	1	1	0	1	7			
ARGENTINA	SALTA	Grl. José de San Martín	General Ballivián	0	0	0	1	1	0	0	0	1	3			
ARGENTINA	SALTA	Grl. José de San Martín	General Mosconi	1	0	0	1	1	1	1	1	1	7			
ARGENTINA	SALTA	Grl. José de San Martín	Hickman	0	0	0	0	1	0	0	0	0	1			
ARGENTINA	SALTA	Grl. José de San Martín	Misión Chaqueña	0	0	0	0	1	0	0	0	0	1			
ARGENTINA	SALTA	Grl. José de San Martín	Misión El Cruce - El Milagro - El Jardín de San Martín	0	0	0	0	1	1	0	0	0	2			
ARGENTINA	SALTA	Grl. José de San Martín	Misión Kilómetro 6	0	0	0	0	0	0	0	0	0	0			
ARGENTINA	SALTA	Grl. José de San Martín	Misión Tierras Fiscales	0	0	0	0	0	0	0	0	0	0			
